Sentence,Opinion
"Yes, the rooms aren't that big, but after deciding that our main goal was to find a nice clean hotel close to Fisherman's wharf and near a lot of the public transportation, it was a perfect choice for us.",1
"In addition to the basic salary, sekitori wrestlers also receive additional bonus income, called mochikyukin, six times a year (once every tournament, or basho) based on the cumulative performance in their career to date.",0
FM radio and a   video camera are pretty darn cool.,1
One of the things that I found difficult to get used to is the size of the screen.,1
"I mostly find that when I make typos, it's not because of the keyboard, it's because of the smallness of the screen,, I just can't see what I'm doing as well as a laptop.",1
"Lombe learned silk thread manufacturing by taking a job in Italy and acting as an industrial spy; however, since the silk industry there was a closely guarded secret, the state of the industry there is unknown.",0
"According to the Aegyptiaca, Salitis was the founder of the Hyksos 15th Dynasty.",0
We called several times and within 30 minutes our food was at the door.,1
"It represents value for money, the rooms and bathrooms were impeccably clean, fresh linen daily, and the staff extremely helpful and friendly.",1
5hr battery models but the extra battery life is really worth it.,1
"In 1923, 13 million Russians contracted malaria, a sharp increase from the pre-war years.",0
"For the price and location, this was a very great hotel.",1
"I love the feel of typing on it, and have not had any issues transferring from a regular, sized keyboard to a smaller one.",1
Japan's road spending has been extensive.,0
"Snap elections were held on 9 June 2010, with devastating results for the previously largest party, the CDA, which lost about half of its seats, resulting in 21 seats.",0
"It's nice to finally have a Windows OS that is fast, fun, stable, functional, and good looking.",1
"The first one was returned to the dealer, on the day of delivery, because of excessive rattling noises coming from the interior, especially the back right side of the car.",1
"Some workers, ""pickers"", who travel the building with a trolley and a handheld scanner ""picking"" customer orders can walk up to 15 miles during their workday and if they fall behind on their targets, they can be reprimanded.",0
"A wrestler who achieves kachikoshi almost always is promoted further up the ladder, the level of promotion being higher for better scores.",0
"That 5, way button is magical.",1
"Other inputs are relatively fixed, such as plant and equipment and key personnel.",0
"The free wine in the lounge each evening was very nice, and given with good grace, even the fourth glass!",1
Windows 7 is also faster in the core of the operating system.,1
"New interior is very pleasing to the eye and am happy to have features like tire pressure indicator, side airbags, 4 wheel disc brakes and 16 inch wheels included as standard.",1
Like sitting on a church pew.,1
"Alternative developments include ecological economics, constitutional economics, institutional economics, evolutionary economics, dependency theory, structuralist economics, world systems theory, econophysics, feminist economics and biophysical economics.",0
"Speed control was either automatic, using a governor, or by a manual valve.",0
A fundamental change in working principles was brought about by Scotsman James Watt.,0
"The John H. Chafee Blackstone River Valley National Heritage Corridor retraces the history of ""America's Hardest-Working River', the Blackstone.",0
"The German Board of Public Health in December 1918 stated that 763,000 German civilians had died during the Allied blockade, although an academic study in 1928 put the death toll at 424,000 people.",0
They value ability over dependency.,0
"Shortly after Watt's patent expired in 1800, Richard Trevithick and, separately, Oliver Evans in 1801 introduced engines using high-pressure steam; Trevithick obtained his high-pressure engine patent in 1802, and Evans had made several working models before then.",0
The identification of these place names as pointing to religious significance is complicated by the aforementioned common usage of Þórr as a personal name element.,0
"The law faced several legal challenges, primarily based on the argument that an individual mandate requiring Americans to buy health insurance was unconstitutional.",0
Insurance payments for damage to their property were confiscated by the government.,0
"Yoshida has argued that the Nanking Massacre has figured in the attempts of all three nations as they work to preserve and redefine national and ethnic pride and identity, assuming different kinds of significance based on each country's changing internal and external enemies.",0
